"Source" "Statistic" "df1" "df2" "Test.Comparison" "Value" "Reported.Comparison" "Reported.P.Value" "Computed" "Raw" "Error" "DecisionError" "OneTail" "OneTailedInTxt" "APAfactor" "folder"
"Bowers (1988)_Relative contributions of specific and nonspecific treatment effects" "F" 1 27 "=" 5.79 "<" 0.05 0.0232318578747173 "F(1, 27) = 5.79, p < .05" FALSE FALSE FALSE FALSE 0.5 "josh"
"Bowman (2011)_Promoting participation in a diverse democracy" "Chi2" 28 NA "=" 11845.36 "<" 0.001 0 " 2(28) = 11,845.36, p < .001" FALSE FALSE FALSE FALSE 0.02 "josh"
"Burt (1995)_Depression and memory impairment MA" "Chi2" 25 NA "=" 80.33 "<" 0.001 1.0128638965016e-07 " x2(25) = 80.33, p < .001" FALSE FALSE FALSE FALSE 0.42 "josh"
"Burt (1995)_Depression and memory impairment MA" "Chi2" 98 NA "=" 478.13 "<" 0.001 2.22341396198402e-51 " x2(98) = 478.13, p < .001" FALSE FALSE FALSE FALSE 0.42 "josh"
"Burt (1995)_Depression and memory impairment MA" "Chi2" 10 NA "=" 41.58 "<" 0.001 8.90507764102419e-06 "x2 (10) = 41.58,p < .001" FALSE FALSE FALSE FALSE 0.42 "josh"
"Burt (1995)_Depression and memory impairment MA" "Chi2" 19 NA "=" 77.74 "<" 0.001 4.54531211158696e-09 " x2(19) = 77.74, p < .001" FALSE FALSE FALSE FALSE 0.42 "josh"
"Burt (1995)_Depression and memory impairment MA" "Chi2" 8 NA "=" 19.91 "=" 0.01 0.0106819662342132 " x2(8) = 19.91, p = .01" FALSE FALSE FALSE FALSE 0.42 "josh"
"Burt (1995)_Depression and memory impairment MA" "Chi2" 12 NA "=" 25.06 "=" 0.009 0.0145410984741276 " X2( 12) = 25.06, p = .009" TRUE FALSE TRUE FALSE 0.42 "josh"
"Burt (1995)_Depression and memory impairment MA" "Chi2" 12 NA "=" 21.3 "=" 0.03 0.0461562684304615 " X2(12) = 21.30, p = .03" TRUE FALSE FALSE FALSE 0.42 "josh"
"Burt (1995)_Depression and memory impairment MA" "Z" NA NA "=" 1.99 "=" 0.02 0.0465909355004237 "Z = 1.99, p = .02" TRUE FALSE TRUE FALSE 0.42 "josh"
"Burt (1995)_Depression and memory impairment MA" "Z" NA NA "=" 1.73 "=" 0.04 0.0836302752271899 "Z= 1.73, p = .04" TRUE TRUE TRUE FALSE 0.42 "josh"
"Burt (1995)_Depression and memory impairment MA" "Z" NA NA "=" 2.33 "=" 0.01 0.0198061511183285 "Z = 2.33, p = .01" TRUE FALSE TRUE FALSE 0.42 "josh"
"Bus (1995)_Joint book reading makes for success" "Chi2" 32 NA "=" 66.05 "=" 2e-04 0.00037138529698973 " X2(32,N = 3,410) = 66.05, p = .0002" TRUE FALSE TRUE TRUE 0.25 "josh"
"Cornelius-White (2007)_Learner-centered teacher-student relationships" "F" 2 117 "=" 3.251 "<" 0.042 0.0422614563779293 "F(2, 117) = 3.251, p < .042" TRUE FALSE FALSE TRUE 1 "josh"
"Cornelius-White (2007)_Learner-centered teacher-student relationships" "F" 2 117 "=" 3.438 "<" 0.035 0.0354097832966697 "F(2, 117) = 3.438, p < .035" TRUE FALSE FALSE TRUE 1 "josh"
"Crede (2010)_Class attendance in college" "r" NA 69 "=" 0.09 "ns" NA 0.455420161209997 "r(69) = .09, ns" FALSE FALSE FALSE TRUE 0.22 "josh"
"Crede (2010)_Class attendance in college" "r" NA 33 "=" -0.16 "ns" NA 0.358550833537746 "r(33) = -.16, ns" FALSE FALSE FALSE TRUE 0.22 "josh"
"Durlak (1991)_Effectiveness of CBT for maladapting children" "F" 5 294 "=" 1.9 "ns" NA 0.0942311918701583 "F(5, 294) = 1.90, ns" FALSE FALSE FALSE FALSE 0.3 "josh"
"Durlak (1991)_Effectiveness of CBT for maladapting children" "Chi2" 63 NA "=" 101.48 "<" 0.05 0.00152274519973834 "x2 (63) = 101.48, p < .05" FALSE FALSE FALSE FALSE 0.3 "josh"
"Durlak (1991)_Effectiveness of CBT for maladapting children" "Chi2" 61 NA "=" 66.9 "ns" NA 0.281705197562475 "x2 (61) = 66.90, ns" FALSE FALSE FALSE FALSE 0.3 "josh"
"Eagly (1986)_Gender and helping behavior" "Chi2" 2 NA "=" 421.68 "<" 0 2.71238563414954e-92 " X2(2) = 421.68, p < .00" TRUE FALSE FALSE TRUE 0.28 "josh"
"Eagly (1986)_Gender and helping behavior" "Chi2" 2 NA "=" 7.9 "<" 0.025 0.0192547017753869 " X2(2) = 7.90, p < .025" FALSE FALSE FALSE TRUE 0.28 "josh"
"Eagly (1986)_Gender and helping behavior" "Chi2" 2 NA "=" 454.49 "<" 0 2.03587195534904e-99 " X2(2) = 454.49, p < .00" TRUE FALSE FALSE TRUE 0.28 "josh"
"Eagly (1986)_Gender and helping behavior" "r" NA 97 "=" 0.81 "<" 0.001 3.26317239900349e-24 "r(97) = .81, p < .001" FALSE FALSE FALSE TRUE 0.28 "josh"
"Eagly (1986)_Gender and helping behavior" "r" NA 179 "=" 0.54 "<" 0.001 4.33307527328452e-15 "r(179) = .54, p < .001" FALSE FALSE FALSE TRUE 0.28 "josh"
"Eagly (1986)_Gender and helping behavior" "r" NA 179 "=" 0.25 "<" 0.001 0.00068838621781691 "r(179) = .25, p < .001" FALSE FALSE FALSE TRUE 0.28 "josh"
"Eagly (1986)_Gender and helping behavior" "r" NA 34 "=" -0.4 "<" 0.01 0.015641324678757 "r(34) = -.40, p < .01" FALSE FALSE FALSE TRUE 0.28 "josh"
"Eagly (1986)_Gender and helping behavior" "Chi2" 2 NA "=" 221.18 "<" 0.001 9.36209936720713e-49 " x2(2) = 221.18, p < .001" FALSE FALSE FALSE TRUE 0.28 "josh"
"Eagly (1986)_Gender and helping behavior" "Chi2" 2 NA "=" 39.28 "<" 0.001 2.95431211496878e-09 " x2(2) = 39.28, p < .001" FALSE FALSE FALSE TRUE 0.28 "josh"
"Elbaum (2000)_How effective are one-to-one tutoring programs" "t" NA 21 "=" 7.15 "<" 0.001 4.74773657578698e-07 "t(21) = 7.15, p < .001" FALSE FALSE FALSE FALSE 0.25 "josh"
"Erel (2000)_Maternal vs nonmaternal care" "Chi2" 2 NA "=" 6.52 "<" 0.05 0.0383883980175521 " X2(2, N = 19) = 6.52, p < .05" FALSE FALSE FALSE FALSE 0.17 "josh"
"Ford (1986)_Study of race effects in objective indices" "Chi2" 53 NA "=" 167.22 "<" 0.01 9.22713766066742e-14 " X2(53, n = 9,443) = 167.22, p < .01" FALSE FALSE FALSE FALSE 0.08 "josh"
"Fuchs (1986)_Test procedure bias" "Z" NA NA "=" 5.79 "<" 0.001 7.03864243034925e-09 "Z = 5.79, p < .001" FALSE FALSE FALSE TRUE 0.55 "josh"
"Fuchs (1986)_Test procedure bias" "Chi2" 33 NA "=" 105.31 "<" 0.001 1.7630710134888e-09 "x2(33, N= 34) = 105.31,p < .001" FALSE FALSE FALSE TRUE 0.55 "josh"
"Fuchs (1986)_Test procedure bias" "Z" NA NA "=" 4.36 "<" 0.001 1.30062444019856e-05 "Z = 4.36, p < .001" FALSE FALSE FALSE TRUE 0.55 "josh"
"Fuchs (1986)_Test procedure bias" "Z" NA NA "=" 3.81 "<" 0.001 0.00013896679175973 "Z = 3.81, p < .001" FALSE FALSE FALSE TRUE 0.55 "josh"
"Fuchs (1986)_Test procedure bias" "Z" NA NA "=" 1.16 "ns" NA 0.246048806102687 "Z = 1.16, ns" FALSE FALSE FALSE TRUE 0.55 "josh"
"Fuchs (1986)_Test procedure bias" "Z" NA NA "=" 7.18 "<" 0.001 6.97114189350482e-13 "Z = 7.18, p < .001" FALSE FALSE FALSE TRUE 0.55 "josh"
"Hyde (1990)_Gender differences in math performance" "F" 1 232 "=" 1171.04 "<" 1e-04 1.24191092420202e-92 "F(1,232) = 1171.04, p < .0001" FALSE FALSE FALSE FALSE 0.38 "josh"
"Hyde (1990)_Gender differences in math performance" "F" 3 232 "=" 113.22 "<" 1e-04 3.49076317487861e-45 "F(3, 232) = 113.22, p < .0001" FALSE FALSE FALSE FALSE 0.38 "josh"
"Hyde (1990)_Gender differences in math performance" "F" 3 232 "=" 7.88 "<" 1e-04 4.98825116269585e-05 "F(3, 232) = 7.88, p < .0001" FALSE FALSE FALSE FALSE 0.38 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 13.29 "=" 5.87e-30 2.64578217258476e-40 "Z = 13.29, p = 5.87E-30" FALSE FALSE FALSE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Chi2" 17 NA "=" 18.94 "=" 0.33 0.331986968096134 " x2( 17, N = 854) = 18.94, p = .33" FALSE FALSE FALSE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 3.52 "=" 2e-04 0.000431546798589435 "Z = 3.52, p = .0002" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 2.55 "=" 0.005 0.0107722919081334 "Z = 2.55, p = .005" FALSE FALSE FALSE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 2.42 "=" 0.008 0.0155205071011073 "Z = 2.42, p = .008" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 3.42 "=" 0.000313 0.0006262113571624 "Z = 3.42, p = 3.13E-04" FALSE FALSE FALSE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 3.02 "=" 0.001 0.0025277468553446 "Z = 3.02, p = .001" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 2.83 "=" 0.002 0.00465480041346311 "Z = 2.83, p = .002" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 1.89 "=" 0.03 0.0587579600808189 "Z = 1.89, p = .03" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 2.1 "=" 0.02 0.0357288411256331 "Z = 2.10, p = .02" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 4.48 "=" 3.84e-06 7.46430392102894e-06 "Z = 4.48, p = 3.84E-06" FALSE FALSE FALSE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 4.03 "<" 1e-04 5.57768528811278e-05 "Z = 4.03, p < .0001" FALSE FALSE FALSE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 2 "=" 0.02 0.0455002638963584 "Z = 2.00, p = .02" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 1.69 "=" 0.05 0.0910279546430996 "Z = 1.69, p = .05" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 2.32 "=" 0.01 0.0203408773374394 "Z = 2.32, p = .01" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 2.37 "=" 0.009 0.0177880852606736 "Z = 2.37, p = .009" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 1.66 "=" 0.05 0.0969144525334456 "Z = 1.66, p = .05" FALSE FALSE TRUE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 5.59 "=" 1.3e-08 2.27069612380644e-08 "Z = 5.59, p = 1.30E-08" FALSE FALSE FALSE TRUE 0.53 "josh"
"Ijzendoorn (1995)_AAI representations, parental responsiveness and infant attachment" "Z" NA NA "=" 1.67 "=" 0.05 0.0949193636058946 "Z = 1.67, p = .05" FALSE FALSE TRUE TRUE 0.53 "josh"
"Jorgensen (1996)_Elevated blood pressure and personality" "Chi2" 294 NA "=" 1726.38 "<" 1e-04 6.35613519542076e-201 " 0(294) = 1,726.38, p < .0001" FALSE FALSE FALSE TRUE 0.14 "josh"
"Jorgensen (1996)_Elevated blood pressure and personality" "Qb" NA 2 "=" 162.22 "<" 1e-04 5.94804948273448e-36 "QB(2) = 162.22, p< .0001" FALSE FALSE FALSE TRUE 0.14 "josh"
"Jorgensen (1996)_Elevated blood pressure and personality" "Qb" NA 2 "=" 82.02 "<" 1e-04 1.54733125172064e-18 "QB(2) = 82.02, p < .0001" FALSE FALSE FALSE TRUE 0.14 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "t" NA 66 "=" 5.77 "<" 1e-04 2.30454013224141e-07 "t(66) = 5.77, p < .0001" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "F" 1 65 "=" 8.47 "<" 0.05 0.00493949075301879 "F(1, 65) = 8.47, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "F" 1 65 "=" 8.7 "<" 0.05 0.00441895616037023 "F(1, 65) = 8.70, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "F" 1 65 "=" 6.35 "<" 0.05 0.0142041453673322 "F(1, 65) = 6.35, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "F" 1 65 "=" 4.28 "<" 0.05 0.0425449239638207 "F(1, 65) = 4.28, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "F" 14 52 "=" 2.43 "<" 0.05 0.0104582988553055 "F(14, 52) = 2.43, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "F" 1 64 "=" 9.08 "<" 0.05 0.00369965603744626 "F(1, 64) = 9.08, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "Chi2" 2 NA "=" 9.2 "<" 0.05 0.0100518357446336 " x2(2, N = 67) = 9.20, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "Chi2" 2 NA "=" 14.2 "<" 0.05 0.000825104923265905 " x 2(2, N = 67) = 14.20, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "Chi2" 2 NA "=" 8.38 "<" 0.05 0.015146284873047 " x2(2, N = 67) = 8.38, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "F" 1 64 "=" 39.8 "<" 0.05 2.98355798268713e-08 "F(1, 64) = 39.80, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "F" 1 65 "=" 12.32 "<" 0.05 0.000819491933093477 "F(1, 65) = 12.32, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "Chi2" 2 NA "=" 38.93 "<" 0.05 3.51931312964862e-09 " x2(2, N = 67) = 38.93, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "t" NA 27 "=" -4.34 "<" 0.05 0.000179100198638764 "t(27) = -4.34, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kaylor (1987)_Psychological effects of military service in Vietnam" "t" NA 21 "=" -3.56 "<" 0.05 0.00185066291098841 "t(21) = -3.56, p < .05" FALSE FALSE FALSE FALSE 0.6 "josh"
"Kieffer (2009)_Accomodations for ELL taking large-scale assessments" "Z" NA NA "=" 1.48 "<" 0.139 0.138873246666663 "Z = 1.48, p < .139" FALSE FALSE FALSE FALSE 0.03 "josh"
"Kluger (1996)_Effects of feedback intervention on performance" "F" 1 443 "=" 12.3 "<" 0.001 0.000499190738627146 "F( 1,443) = 12.3, p < .001" FALSE FALSE FALSE FALSE 0.57 "josh"
"Kluger (1996)_Effects of feedback intervention on performance" "F" 1 352 "=" 10.7 "<" 0.01 0.00117727719279573 "F( 1, 352) = 10.7, p < .01" FALSE FALSE FALSE FALSE 0.57 "josh"
"Kluger (1996)_Effects of feedback intervention on performance" "F" 1 549 "=" 12.2 "<" 0.001 0.00051641029257395 "F( 1, 549) = 12.2, p < .001" FALSE FALSE FALSE FALSE 0.57 "josh"
"Kluger (1996)_Effects of feedback intervention on performance" "F" 1 458 "=" 17.3 "<" 0.001 3.81195460541766e-05 "F(1, 458) = 17.3, p < .001" FALSE FALSE FALSE FALSE 0.57 "josh"
"Kulik (1988)_Timing of feedback and verbal learning" "F" 2 49 "=" 6.46 "<" 0.01 0.00323553232209868 "F(2, 49) = 6.46, p < .01" FALSE FALSE FALSE FALSE 0.71 "josh"
"Kulik (1988)_Timing of feedback and verbal learning" "t" NA 10 "=" 4.81 "<" 0.01 0.000712843851764164 "t(10) = 4.81, p < .01" FALSE FALSE FALSE FALSE 0.71 "josh"
"Kulik (1988)_Timing of feedback and verbal learning" "t" NA 13 "=" -4.11 "<" 0.01 0.00122988946678154 "t(13) = -4.11, p < .01" FALSE FALSE FALSE FALSE 0.71 "josh"
"Kulik (1988)_Timing of feedback and verbal learning" "t" NA 26 "=" 2.27 "<" 0.05 0.0317319322424734 "t(26) = 2.27, p < .05" FALSE FALSE FALSE FALSE 0.71 "josh"
"Kulik (1988)_Timing of feedback and verbal learning" "F" 2 24 "=" 4.07 "<" 0.03 0.0300596854273609 "F(2, 24) = 4.07, p < .03" FALSE FALSE FALSE FALSE 0.71 "josh"
"Kulik (1990)_Effectiveness of mastery learning programs" "t" NA 17 "=" 4.5 "<" 0.001 0.000315750800105002 "t(17) = 4.50, p < .001" FALSE FALSE FALSE FALSE 0.5 "josh"
"Kulik (1990)_Effectiveness of mastery learning programs" "t" NA 13 "=" 3.08 "<" 0.01 0.00877827071745492 "t(13) = 3.08,p < .01" FALSE FALSE FALSE FALSE 0.5 "josh"
"Kulik (1990)_Effectiveness of mastery learning programs" "t" NA 31 "=" 2.86 "<" 0.01 0.00751567081641509 "t(31) = 2.86, p < .01" FALSE FALSE FALSE FALSE 0.5 "josh"
"Kulik (1990)_Effectiveness of mastery learning programs" "t" NA 28 "=" 0.61 ">" 0.1 0.546781004438006 "t(28) = 0.61, p > .10" FALSE FALSE FALSE FALSE 0.5 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qw" NA 66 "=" 551.54 "<" 1e-04 9.23163623066986e-78 "Qw(66) = 551.54, p < .0001" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 0.48 "=" 0.49 0.488422316622594 "Qb(1) = 0.48, p = .49" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 4.53 "<" 0.05 0.0333056177256349 "Qb(1) = 4.53, p < .05" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 0.3 "=" 0.58 0.583882420770365 "Qb(1) = 0.30, p = .58" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 3 "=" 41.26 "<" 1e-04 5.75939505199679e-09 "Qb(3) = 41.26, p < .0001" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 2 "=" 0.61 "=" 0.44 0.737123374391628 "Qb(2) = 0.61, p = .44" TRUE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 3 "=" 41.26 "<" 1e-04 5.75939505199679e-09 "Qb(3) = 41.26, p < .0001" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 2 "=" 0.56 "=" 0.75 0.755783741455725 "Qb(2) = 0.56, p = .75" TRUE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 6.28 "<" 0.05 0.0122108100348082 "Qb(1) = 6.28, p < .05" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 0.44 "=" 0.51 0.507122455359825 "Qb(1) = 0.44, p = .51" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 6.06 "<" 0.05 0.0138277684342164 "Qb(1) = 6.06, p < .05" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 3.78 "<" 0.05 0.0518686606519386 "Qb(1) = 3.78, p < .05" TRUE TRUE TRUE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 0.11 "=" 0.74 0.740144135804575 "Qb(1) = 0.11, p = .74" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 2 "=" 18.36 "<" 1e-04 0.000103080533149705 "Qb(2) = 18.36, p < .0001" TRUE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 0.18 "=" 0.67 0.671373240540873 "Qb(1) = 0.18, p = .67" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 2.71 "=" 0.1 0.0997209914842219 "Qb(1) = 2.71, p = .10" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 4.19 "<" 0.05 0.0406630972725233 "Qb(1) = 4.19, p < .05" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 6.35 "<" 0.01 0.0117381297847138 "Qb(1) = 6.35, p < .01" TRUE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 0.04 "=" 0.84 0.841480581121794 "Qb(1) = 0.04, p = .84" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 8.25 "<" 0.005 0.0040752000915204 "Qb(1) = 8.25, p < .005" FALSE FALSE FALSE FALSE 0.66 "josh"
"Marulis (2010)_The effects of vocab intervention on young children" "Qb" NA 1 "=" 7.25 "=" 0.007 0.00709010122381555 "Qb(1) = 7.25, p = .007" FALSE FALSE FALSE FALSE 0.66 "josh"
"Mathieu (1990_A review and meta-analysis of antecedents" "t" NA 32 "=" 1.82 "<" 0.05 0.0781246347978961 "t(32) = 1.82, p < .05" TRUE TRUE TRUE FALSE 0.33 "josh"
"Mathieu (1990_A review and meta-analysis of antecedents" "t" NA 6 "=" 3.88 "<" 0.05 0.00817069610914207 "t(6) = 3.88, p < .05" FALSE FALSE FALSE FALSE 0.33 "josh"
"Mathieu (1990_A review and meta-analysis of antecedents" "t" NA 4 "=" 1.52 ">" 0.05 0.203143384490542 "t(4) = 1.52, p > .05" FALSE FALSE FALSE FALSE 0.33 "josh"
"Mathieu (1990_A review and meta-analysis of antecedents" "t" NA 8 "=" 3.35 "<" 0 0.0100802978411713 "t(8) = 3.35, p < .0" TRUE FALSE FALSE FALSE 0.33 "josh"
"McCartney (1990)_Growing up and growing apart" "Z" NA NA "=" 1.83 "<" 0.1 0.0672499388392567 "Z = 1.83, p < .10" FALSE FALSE FALSE FALSE 0.11 "josh"
"Nesbit (2006)_Learning with concept and knowledge maps" "Z" NA NA "=" -6.4 "<" 0.001 1.55376951634196e-10 "Z = -6.4, p < .001" FALSE FALSE FALSE TRUE 0.08 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 5.41 "<" 0.001 6.30247490341644e-08 "Z = 5.41, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 0.62 "ns" NA 0.535257786937966 "Z = 0.62, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 4.45 "<" 0.001 8.58702893994373e-06 "Z = 4.45, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Qb" NA 5 "=" 18.16 "<" 0.01 0.00275242199738975 "Qb(5) = 18.16, p < .01" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Qw" NA 64 "=" 279.39 "<" 0.001 1.05846475423547e-28 "Qw(64) = 279.39, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Qb" NA 1 "=" 95.08 "<" 0.001 1.82844721888743e-22 "Qb(1) = 95.08, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Qb" NA 4 "=" 48.82 "<" 0.001 6.36614258989169e-10 "Qb(4) = 48.82, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 1.04 "ns" NA 0.298339900661963 "Z = 1.04, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 7.13 "<" 0.001 1.00368927353929e-12 "Z = 7.13, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Qb" NA 1 "=" 38.04 "<" 0.001 6.93090307112485e-10 "Qb( 1) = 38.04, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Qw" NA 6 "=" 6.18 "ns" NA 0.403331598940286 "Qw(6) = 6.18, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 6.45 "<" 0.001 1.11850151518854e-10 "Z = 6.45, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 4.19 "<" 0.001 2.78954454537625e-05 "Z = 4.19, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Z" NA NA "=" 1.74 "ns" NA 0.0818590179576147 "Z = 1.74, ns" FALSE FALSE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Qb" NA 1 "=" 5.38 "ns" NA 0.0203688780476027 "Qb( 1) = 5.38, ns" TRUE TRUE FALSE FALSE 0.68 "josh"
"Postmes (1998)_Deindivduation and antimornative bahavior" "Qb" NA 1 "=" 27.4 "<" 0.001 1.65431237633869e-07 "Qb(1 ) = 27.40, p < .001" FALSE FALSE FALSE FALSE 0.68 "josh"
